strongs,person,group,book,chapter,verse,word,case,gender,number
G1473,1st,1st person,Mat,2,8,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,3,11,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,3,14,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,11,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Mat,5,22,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,28,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,32,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,34,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,39,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,5,44,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,7,23,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,8,7,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,8,9,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,8,9,ἐμαυτὸν,1,S,A
G1473,1st,1st person,Mat,10,16,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,10,18,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,10,32,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mat,10,32,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,10,33,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,10,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,10,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,10,39,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,10,40,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,10,40,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,11,6,ἐμοί.¶,Dative,,Singular
G1473,1st,1st person,Mat,11,10,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,11,28,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,11,29,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,12,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,12,28,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,12,30,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,12,30,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,12,30,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,14,27,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mat,15,5,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,15,8,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Mat,16,18,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,16,23,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Mat,16,25,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Mat,17,27,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,18,5,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,18,6,"ἐμέ,",Accusative,,Singular
G1473,1st,1st person,Mat,18,20,ἐμὸν,1,A,Singular
G1473,1st,1st person,Mat,18,21,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,18,26,"ἐμοί,",Dative,,Singular
G1473,1st,1st person,Mat,18,29,"ἐμοί,",Dative,,Singular
G1473,1st,1st person,Mat,18,33,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,20,15,ἐμοῖς;,1,D,Singular
G1473,1st,1st person,Mat,20,15,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,20,22,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,20,22,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,20,23,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,20,23,ἐμὸν,1,Neuter,Singular
G1473,1st,1st person,Mat,21,24,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,21,24,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,21,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,21,30,"ἐγώ,",Nominative,,Singular
G1473,1st,1st person,Mat,22,32,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mat,23,34,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,24,5,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mat,25,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,25,27,ἐμὸν,1,A,Singular
G1473,1st,1st person,Mat,25,40,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mat,25,41,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,25,45,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mat,26,10,ἐμέ.,Accusative,,Singular
G1473,1st,1st person,Mat,26,11,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mat,26,15,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,26,22,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mat,26,23,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,26,25,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mat,26,31,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mat,26,33,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,26,38,ἐμοῦ.¶,1,G,Singular
G1473,1st,1st person,Mat,26,39,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,26,39,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mat,26,40,ἐμοῦ;,1,G,Singular
G1473,1st,1st person,Mat,26,42,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mat,28,20,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,1,2,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,1,8,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,5,7,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mrk,6,16,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,6,50,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mrk,7,6,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Mrk,7,11,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mrk,8,35,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mrk,8,38,ἐμοὺς,1,A,Singular
G1473,1st,1st person,Mrk,9,25,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,9,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mrk,9,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mrk,9,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mrk,9,42,"ἐμέ,",Accusative,,Singular
G1473,1st,1st person,Mrk,10,29,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mrk,10,38,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,10,38,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,10,39,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,10,39,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,10,40,ἐμὸν,1,Neuter,Singular
G1473,1st,1st person,Mrk,11,29,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,11,33,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,12,26,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,13,6,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mrk,13,9,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mrk,14,6,ἐμοί.,Dative,,Singular
G1473,1st,1st person,Mrk,14,7,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Mrk,14,18,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Mrk,14,19,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Mrk,14,19,ἐγώ;,Nominative,,Singular
G1473,1st,1st person,Mrk,14,20,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Mrk,14,27,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Mrk,14,29,ἐγώ.¶,Nominative,,Singular
G1473,1st,1st person,Mrk,14,36,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Mrk,14,36,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,14,58,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Mrk,14,62,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,1,3,κἀμοὶ,Dative,,Singular
G1473,1st,1st person,Luk,1,18,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,1,19,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,1,43,ἐμέ;,Accusative,,Singular
G1473,1st,1st person,Luk,2,48,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,3,16,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,4,6,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Luk,4,7,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,4,18,"ἐμέ,",Accusative,,Singular
G1473,1st,1st person,Luk,5,8,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Luk,7,7,ἐμαυτὸν,1,S,A
G1473,1st,1st person,Luk,7,8,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,7,8,ἐμαυτὸν,1,S,A
G1473,1st,1st person,Luk,7,23,ἐμοί.¶,Dative,,Singular
G1473,1st,1st person,Luk,7,27,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,8,28,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Luk,8,46,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,8,46,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Luk,9,9,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,9,9,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,9,24,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Luk,9,26,ἐμοὺς,1,A,Singular
G1473,1st,1st person,Luk,9,48,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Luk,9,48,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Luk,10,3,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,10,16,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,10,16,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Luk,10,16,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Luk,10,35,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,11,7,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,11,9,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,11,19,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,11,20,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,11,23,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,11,23,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,11,23,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,12,8,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Luk,12,13,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,13,27,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,15,17,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,15,29,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Luk,15,31,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,15,31,ἐμὰ,1,Neuter,Singular
G1473,1st,1st person,Luk,16,3,ἐμοῦ;,1,G,Singular
G1473,1st,1st person,Luk,16,9,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,19,22,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,19,23,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,20,3,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,20,8,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,21,8,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,21,15,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,22,19,ἐμὴν,1,A,Singular
G1473,1st,1st person,Luk,22,21,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,22,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,22,28,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,22,29,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,22,32,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,22,37,"ἐμοί,",Dative,,Singular
G1473,1st,1st person,Luk,22,37,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,22,42,ἐμοῦ·,1,G,Singular
G1473,1st,1st person,Luk,22,53,ἐμέ.,Accusative,,Singular
G1473,1st,1st person,Luk,22,70,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,23,14,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Luk,23,28,"ἐμέ,",Accusative,,Singular
G1473,1st,1st person,Luk,23,43,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Luk,24,39,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Luk,24,39,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Luk,24,44,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Luk,24,49,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,20,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,23,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,26,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,30,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,31,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,31,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,33,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,1,34,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,2,4,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,3,28,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,3,28,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,3,29,ἐμὴ,1,Neuter,Singular
G1473,1st,1st person,Jhn,3,30,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,4,9,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,4,14,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,4,26,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,4,32,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,4,34,ἐμὸν,1,Neuter,Singular
G1473,1st,1st person,Jhn,4,38,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,7,"ἐγώ,",Nominative,,Singular
G1473,1st,1st person,Jhn,5,7,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,5,17,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,30,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,30,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,5,30,ἐμὴ,1,Neuter,Singular
G1473,1st,1st person,Jhn,5,30,ἐμὸν,1,A,Singular
G1473,1st,1st person,Jhn,5,31,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,31,"ἐμαυτοῦ,",1,S,G
G1473,1st,1st person,Jhn,5,32,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Jhn,5,32,ἐμοῦ.¶,1,G,Singular
G1473,1st,1st person,Jhn,5,34,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,36,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,36,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,36,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,5,37,ἐμοῦ·,1,G,Singular
G1473,1st,1st person,Jhn,5,39,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Jhn,5,43,Ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,45,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,5,46,ἐμοί·,Dative,,Singular
G1473,1st,1st person,Jhn,5,46,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,5,47,ἐμοῖς,1,D,Singular
G1473,1st,1st person,Jhn,6,20,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,35,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,35,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,6,35,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,6,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,6,37,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,6,38,ἐμὸν,1,A,Singular
G1473,1st,1st person,Jhn,6,40,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,41,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,44,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,45,ἐμέ·,Accusative,,Singular
G1473,1st,1st person,Jhn,6,47,ἐμέ,Accusative,,Singular
G1473,1st,1st person,Jhn,6,48,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,51,Ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,51,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,51,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,54,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,56,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,6,56,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,57,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,57,ἐμέ.,Accusative,,Singular
G1473,1st,1st person,Jhn,6,63,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,6,70,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,6,ἐμὸς,1,Neuter,Singular
G1473,1st,1st person,Jhn,7,7,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,7,7,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,8,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,8,ἐμὸς,1,Neuter,Singular
G1473,1st,1st person,Jhn,7,16,ἐμὴ,1,Neuter,Singular
G1473,1st,1st person,Jhn,7,16,ἐμὴ,1,Neuter,Singular
G1473,1st,1st person,Jhn,7,17,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,17,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,7,23,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,7,28,κἀμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,7,28,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,7,29,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,34,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,36,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,7,38,"ἐμέ,",Accusative,,Singular
G1473,1st,1st person,Jhn,8,11,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,12,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,12,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,8,14,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,14,"ἐμαυτοῦ,",1,S,G
G1473,1st,1st person,Jhn,8,15,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,16,"ἐγώ,",Nominative,,Singular
G1473,1st,1st person,Jhn,8,16,ἐμὴ,1,Neuter,Singular
G1473,1st,1st person,Jhn,8,16,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,18,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,18,"ἐμαυτοῦ,",1,S,G
G1473,1st,1st person,Jhn,8,18,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,8,19,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,8,19,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,8,21,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,21,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,22,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,23,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,23,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,24,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,26,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,28,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,28,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,8,29,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,8,29,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,31,"ἐμῷ,",1,D,Singular
G1473,1st,1st person,Jhn,8,37,ἐμὸς,1,Neuter,Singular
G1473,1st,1st person,Jhn,8,38,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,42,ἐμέ·,Accusative,,Singular
G1473,1st,1st person,Jhn,8,42,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,42,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,8,43,ἐμὴν,1,A,Singular
G1473,1st,1st person,Jhn,8,43,ἐμόν.,1,A,Singular
G1473,1st,1st person,Jhn,8,45,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,49,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,50,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,51,ἐμὸν,1,A,Singular
G1473,1st,1st person,Jhn,8,54,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,54,"ἐμαυτόν,",1,S,A
G1473,1st,1st person,Jhn,8,55,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,8,56,ἐμὴν,1,A,Singular
G1473,1st,1st person,Jhn,8,58,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,9,9,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,9,39,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,7,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,8,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Jhn,10,9,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,9,ἐμοῦ,1,G,Singular
G1473,1st,1st person,Jhn,10,10,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,11,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,14,Ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,14,"ἐμά,",1,A,Singular
G1473,1st,1st person,Jhn,10,14,"ἐμά,",1,Neuter,Singular
G1473,1st,1st person,Jhn,10,15,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,17,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,18,"ἐμοῦ,",1,G,Singular
G1473,1st,1st person,Jhn,10,18,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,18,ἐμαυτοῦ.,1,S,G
G1473,1st,1st person,Jhn,10,25,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,25,ἐμοῦ·,1,G,Singular
G1473,1st,1st person,Jhn,10,26,ἐμῶν,1,G,Singular
G1473,1st,1st person,Jhn,10,27,ἐμὰ,1,Neuter,Singular
G1473,1st,1st person,Jhn,10,27,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,28,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,30,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,32,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,10,34,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,10,38,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,10,38,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,10,38,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,11,25,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,11,25,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,11,26,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,11,27,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,11,42,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,12,8,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,26,ἐμοί,Dative,,Singular
G1473,1st,1st person,Jhn,12,26,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,12,26,"ἐγώ,",Nominative,,Singular
G1473,1st,1st person,Jhn,12,26,ἐμὸς,1,Neuter,Singular
G1473,1st,1st person,Jhn,12,26,ἐμοὶ,Dative,,Singular
G1473,1st,1st person,Jhn,12,30,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,32,κἀγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,12,32,ἐμαυτόν.,1,S,A
G1473,1st,1st person,Jhn,12,44,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,44,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,45,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,46,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,12,46,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,47,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,12,48,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,12,49,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,12,49,ἐμαυτοῦ,1,S,G
G1473,1st,1st person,Jhn,12,50,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,7,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,8,ἐμοῦ.,1,G,Singular
G1473,1st,1st person,Jhn,13,14,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,15,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,18,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,18,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,13,19,ἐγώ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,20,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,13,20,ἐμὲ,Accusative,,Singular
G1473,1st,1st person,Jhn,13,26,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,33,ἐγὼ,Nominative,,Singular
G1473,1st,1st person,Jhn,13,35,ἐμοὶ,1,Neuter,Singular
G1473,1st,1st person,Jhn,13,38,ἐμοῦ,1,G,Singular
